"SOP HISTORICAL PRICES",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,"DATE",,"Avg. Price","Chicago","New England","Buffalo","New York","Southeast","Southwest","Los Angeles","San Francisco","Pacific NW",,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
,,," ",,,,,,,,,,,
